ax,ay,az,gx,gy,gz,label
15.0,-252.0,-31.0,-65.0,17.0,-3.0,0
18.0,-251.0,-32.0,-67.0,18.0,-4.0,0
19.0,-252.0,-33.0,-73.0,20.0,-5.0,0
20.0,-253.0,-34.0,-79.0,22.0,-6.0,0
16.0,-251.0,-35.0,-83.0,26.0,-7.0,0
25.0,-248.0,-47.0,-88.0,31.0,-8.0,0
21.0,-254.0,-34.0,-89.0,32.0,-9.0,0
21.0,-255.0,-36.0,-87.0,35.0,-11.0,0
20.0,-251.0,-37.0,-86.0,36.0,-9.0,0
22.0,-257.0,-34.0,-80.0,38.0,-10.0,0
20.0,-254.0,-33.0,-75.0,38.0,-10.0,0
18.0,-255.0,-33.0,-66.0,38.0,-9.0,0
15.0,-252.0,-33.0,-59.0,37.0,-8.0,0
21.0,-253.0,-36.0,-55.0,35.0,-8.0,0
18.0,-254.0,-33.0,-52.0,32.0,-7.0,0
14.0,-251.0,-22.0,-52.0,33.0,-5.0,0
19.0,-255.0,-35.0,-56.0,30.0,-4.0,0
16.0,-253.0,-34.0,-62.0,30.0,-4.0,0
19.0,-253.0,-34.0,-68.0,30.0,-4.0,0
21.0,-255.0,-36.0,-71.0,29.0,-5.0,0
18.0,-252.0,-38.0,-72.0,28.0,-5.0,0
18.0,-257.0,-28.0,-70.0,29.0,-4.0,0
17.0,-254.0,-31.0,-67.0,30.0,-6.0,0
16.0,-254.0,-32.0,-60.0,32.0,-5.0,0
19.0,-254.0,-36.0,-53.0,32.0,-5.0,0
20.0,-252.0,-32.0,-47.0,33.0,-3.0,0
21.0,-253.0,-36.0,-41.0,31.0,-4.0,0
16.0,-251.0,-34.0,-40.0,30.0,-5.0,0
19.0,-249.0,-32.0,-42.0,31.0,-5.0,0
15.0,-249.0,-35.0,-51.0,31.0,-4.0,0
20.0,-249.0,-35.0,-61.0,32.0,-4.0,0
17.0,-248.0,-37.0,-74.0,32.0,-5.0,0
17.0,-251.0,-36.0,-87.0,31.0,-5.0,0
19.0,-249.0,-38.0,-96.0,32.0,-7.0,0
17.0,-250.0,-34.0,-106.0,33.0,-8.0,0
20.0,-249.0,-34.0,-112.0,35.0,-9.0,0
18.0,-249.0,-32.0,-116.0,37.0,-10.0,0
21.0,-252.0,-34.0,-117.0,39.0,-11.0,0
19.0,-251.0,-30.0,-111.0,40.0,-11.0,0
20.0,-253.0,-32.0,-103.0,42.0,-10.0,0
21.0,-254.0,-32.0,-97.0,43.0,-10.0,0
21.0,-256.0,-33.0,-90.0,43.0,-11.0,0
19.0,-250.0,-31.0,-85.0,45.0,-11.0,0
19.0,-253.0,-38.0,-81.0,44.0,-10.0,0
21.0,-251.0,-37.0,-79.0,44.0,-10.0,0
19.0,-249.0,-40.0,-81.0,43.0,-8.0,0
19.0,-248.0,-36.0,-91.0,43.0,-8.0,0
17.0,-248.0,-36.0,-100.0,41.0,-7.0,0
20.0,-248.0,-40.0,-115.0,43.0,-7.0,0
